run_id,name,url,seed,epochs,stride,dropout,padding,activation,batch_size,kernel_size,channel_mult,max_channels,base_channels,learning_rate,n_conv_layers,apply_dropout_at,_step,train_accuracy,train_loss,test_accuracy,_runtime,epoch,test_loss,_timestamp
ryizrmb9,lyric-sweep-2,https://wandb.ai/marcocassar-belmont-university/dl_class_projects-CIFAR10-CNN/runs/ryizrmb9,42,30,2,0.2,1,ReLU,64,3,2,128,32,0.0005,3,2,21,68.468,0.8882377729239062,65.38,166.0013626,22,0.9828886704839719,1757369997.8013647
ryizrmb9,lyric-sweep-2,https://wandb.ai/marcocassar-belmont-university/dl_class_projects-CIFAR10-CNN/runs/ryizrmb9,42,30,2,0.2,1,ReLU,64,3,2,128,32,0.0005,3,2,22,69.026,0.8768171912721355,65.95,174.3647772,23,0.9679855457536733,1757370006.165591
ryizrmb9,lyric-sweep-2,https://wandb.ai/marcocassar-belmont-university/dl_class_projects-CIFAR10-CNN/runs/ryizrmb9,42,30,2,0.2,1,ReLU,64,3,2,128,32,0.0005,3,2,23,69.372,0.8611906474965918,65.68,182.2272647,24,0.9738916519341195,1757370014.027371
ryizrmb9,lyric-sweep-2,https://wandb.ai/marcocassar-belmont-university/dl_class_projects-CIFAR10-CNN/runs/ryizrmb9,42,30,2,0.2,1,ReLU,64,3,2,128,32,0.0005,3,2,24,69.866,0.8496823816195779,65.56,190.32236,25,0.9767373758516494,1757370022.122303
ryizrmb9,lyric-sweep-2,https://wandb.ai/marcocassar-belmont-university/dl_class_projects-CIFAR10-CNN/runs/ryizrmb9,42,30,2,0.2,1,ReLU,64,3,2,128,32,0.0005,3,2,25,70.566,0.8316323672185468,65.28,198.3079187,26,1.0094022750854492,1757370030.1080186
ryizrmb9,lyric-sweep-2,https://wandb.ai/marcocassar-belmont-university/dl_class_projects-CIFAR10-CNN/runs/ryizrmb9,42,30,2,0.2,1,ReLU,64,3,2,128,32,0.0005,3,2,26,71.042,0.8157728272478294,66.34,206.3038532,27,0.9534489250486824,1757370038.104032
ryizrmb9,lyric-sweep-2,https://wandb.ai/marcocassar-belmont-university/dl_class_projects-CIFAR10-CNN/runs/ryizrmb9,42,30,2,0.2,1,ReLU,64,3,2,128,32,0.0005,3,2,27,71.45,0.8050412391991262,65.95,214.1964383,28,0.9685769616418584,1757370045.9965818
ryizrmb9,lyric-sweep-2,https://wandb.ai/marcocassar-belmont-university/dl_class_projects-CIFAR10-CNN/runs/ryizrmb9,42,30,2,0.2,1,ReLU,64,3,2,128,32,0.0005,3,2,28,71.598,0.7966038756205908,67.09,222.2829278,29,0.9392924506193513,1757370054.0829556
ryizrmb9,lyric-sweep-2,https://wandb.ai/marcocassar-belmont-university/dl_class_projects-CIFAR10-CNN/runs/ryizrmb9,42,30,2,0.2,1,ReLU,64,3,2,128,32,0.0005,3,2,29,72.464,0.7823210248861776,67.76,230.2653745,30,0.926622528179436,1757370062.0655088
cp4wz5qy,stoic-sweep-3,https://wandb.ai/marcocassar-belmont-university/dl_class_projects-CIFAR10-CNN/runs/cp4wz5qy,42,30,2,0.2,1,ReLU,64,3,2,128,32,0.0005,5,2,0,38.728,1.6715233929626776,50.49,8.8472799,1,1.361889461043534,1757369855.6191545
cp4wz5qy,stoic-sweep-3,https://wandb.ai/marcocassar-belmont-university/dl_class_projects-CIFAR10-CNN/runs/cp4wz5qy,42,30,2,0.2,1,ReLU,64,3,2,128,32,0.0005,5,2,1,51.452,1.3414480510879965,56.82,16.9829234,2,1.2150246451614768,1757369863.7549198
cp4wz5qy,stoic-sweep-3,https://wandb.ai/marcocassar-belmont-university/dl_class_projects-CIFAR10-CNN/runs/cp4wz5qy,42,30,2,0.2,1,ReLU,64,3,2,128,32,0.0005,5,2,2,56.956,1.1987980280995674,61.29,25.2480756,3,1.0924352232817631,1757369872.0210156
cp4wz5qy,stoic-sweep-3,https://wandb.ai/marcocassar-belmont-university/dl_class_projects-CIFAR10-CNN/runs/cp4wz5qy,42,30,2,0.2,1,ReLU,64,3,2,128,32,0.0005,5,2,3,60.91,1.0909227587073052,63.32,32.8935508,4,1.0196589728829208,1757369879.665591
cp4wz5qy,stoic-sweep-3,https://wandb.ai/marcocassar-belmont-university/dl_class_projects-CIFAR10-CNN/runs/cp4wz5qy,42,30,2,0.2,1,ReLU,64,3,2,128,32,0.0005,5,2,4,64.222,1.0063001649154117,65.94,40.5670951,5,0.9678579652385347,1757369887.338691
cp4wz5qy,stoic-sweep-3,https://wandb.ai/marcocassar-belmont-university/dl_class_projects-CIFAR10-CNN/runs/cp4wz5qy,42,30,2,0.2,1,ReLU,64,3,2,128,32,0.0005,5,2,5,66.652,0.9364563961468084,67.32,48.3351157,6,0.9156124967678337,1757369895.1074817
cp4wz5qy,stoic-sweep-3,https://wandb.ai/marcocassar-belmont-university/dl_class_projects-CIFAR10-CNN/runs/cp4wz5qy,42,30,2,0.2,1,ReLU,64,3,2,128,32,0.0005,5,2,6,69.182,0.8688765559964777,67.91,56.4961237,7,0.8931890680531788,1757369903.268192
